temp,humidity,pressure,wind_speed,rain_1h,disaster_type,latitude,longitude,elevation,timestamp,month,hour,vegetation,soil_type,soil_moisture,urban_rural,ocean_current
20.7,15,999,23.1,2.0,none,-62.1308,160.1051,2341,2020-01-09 16:00:00,1,16,grassland,sand,38.6,rural,normal
16.5,53,1007,10.9,0.3,none,-56.0627,62.0858,957,2020-01-09 17:00:00,1,17,urban,loam,29.2,rural,normal
17.4,78,1009,10.0,0.0,none,24.7839,-92.8721,215,2020-01-09 18:00:00,1,18,urban,silt,9.4,urban,cool_current
5.8,30,988,18.9,0.0,none,31.1169,-150.7863,2878,2020-01-09 19:00:00,1,19,grassland,loam,21.5,rural,normal
21.5,74,1017,16.5,0.0,none,43.7187,85.6503,104,2020-01-09 20:00:00,1,20,urban,silt,18.9,urban,normal
18.3,51,1002,9.8,0.0,none,51.7297,-16.4356,186,2020-01-09 21:00:00,1,21,cropland,sand,19.6,rural,normal
21.1,85,1010,10.5,1.8,none,-35.8117,0.9472,230,2020-01-09 22:00:00,1,22,grassland,loam,24.6,rural,normal
14.3,57,999,5.1,0.0,none,29.5595,137.4086,1006,2020-01-09 23:00:00,1,23,grassland,clay,63.4,rural,normal
11.3,46,998,10.5,0.0,none,59.14,104.1454,992,2020-01-10 00:00:00,1,0,urban,sand,33.6,urban,normal
16.6,27,991,14.0,0.2,none,-55.1046,129.174,2192,2020-01-10 01:00:00,1,1,shrubland,sand,62.9,rural,normal
21.8,17,1000,7.9,0.1,none,-60.2488,-179.2828,2296,2020-01-10 02:00:00,1,2,urban,loam,19.0,urban,normal
18.9,84,1016,13.0,0.8,none,3.4604,38.791,44,2020-01-10 03:00:00,1,3,forest,loam,71.0,rural,normal
15.1,70,1001,3.4,0.0,none,0.0203,-31.6951,850,2020-01-10 04:00:00,1,4,shrubland,silt,26.9,rural,normal
17.2,97,1008,13.1,1.6,none,-19.4653,142.4429,241,2020-01-10 05:00:00,1,5,wetland,clay,28.6,rural,normal
23.1,27,1003,31.6,0.0,none,61.7987,-5.3659,1334,2020-01-10 06:00:00,1,6,shrubland,loam,23.5,rural,normal
14.2,64,1013,3.8,0.0,none,72.3193,-106.7498,367,2020-01-10 07:00:00,1,7,forest,loam,42.2,rural,cool_current
26.8,63,1007,5.8,0.7,none,-11.975,178.9856,117,2020-01-10 08:00:00,1,8,forest,silt,9.2,rural,normal
19.9,70,1008,17.0,3.3,none,-50.8199,58.2063,1301,2020-01-10 09:00:00,1,9,urban,silt,22.3,rural,normal
12.0,57,999,14.8,8.0,none,-59.4214,-109.8089,1806,2020-01-10 10:00:00,1,10,urban,silt,82.0,rural,cool_current
23.8,63,1018,18.2,0.2,none,-41.2303,-107.1885,56,2020-01-10 11:00:00,1,11,grassland,sand,28.8,rural,cool_current
15.4,54,1003,8.1,0.0,none,53.3235,-82.0994,472,2020-01-10 12:00:00,1,12,urban,sand,50.9,rural,cool_current
33.8,77,1006,16.3,0.0,none,-42.3657,58.3088,419,2020-01-10 13:00:00,1,13,forest,silt,77.1,rural,normal
31.0,19,1000,50.9,3.7,none,-82.9837,60.0651,1307,2020-01-10 14:00:00,1,14,grassland,loam,53.1,rural,normal
19.4,16,990,8.1,0.0,none,89.8007,-62.4099,2370,2020-01-10 15:00:00,1,15,grassland,loam,12.3,rural,normal
31.1,61,1016,14.3,4.6,none,-33.7,55.5631,403,2020-01-10 16:00:00,1,16,shrubland,sand,46.6,rural,normal
26.1,50,1003,43.6,3.4,wind_damage,-48.8024,34.8667,443,2020-01-10 17:00:00,1,17,urban,loam,29.4,urban,normal
13.5,55,1016,9.8,0.0,none,31.9557,-45.6759,383,2020-01-10 18:00:00,1,18,forest,silt,50.7,rural,normal
17.2,25,1000,8.1,0.0,none,-57.7159,73.8501,1637,2020-01-10 19:00:00,1,19,urban,silt,28.3,urban,normal
4.3,22,989,23.0,0.0,none,82.9656,12.9366,1721,2020-01-10 20:00:00,1,20,shrubland,sand,57.4,rural,cool_current
30.9,35,1009,14.1,1.8,none,-84.2861,-27.5993,711,2020-01-10 21:00:00,1,21,shrubland,clay,45.5,rural,normal
9.6,26,993,3.7,0.0,none,89.5028,-169.1906,2743,2020-01-10 22:00:00,1,22,grassland,loam,21.8,rural,normal
11.2,60,997,3.1,0.2,none,-74.6814,-41.1849,838,2020-01-10 23:00:00,1,23,grassland,clay,65.2,rural,normal
18.1,92,1020,3.7,0.2,none,-31.2743,-72.222,146,2020-01-11 00:00:00,1,0,wetland,clay,16.0,rural,cool_current
23.6,70,1011,8.1,0.1,none,-75.1074,-5.5663,488,2020-01-11 01:00:00,1,1,shrubland,sand,29.7,rural,normal
18.6,49,1015,19.6,3.0,none,-34.8366,116.0572,228,2020-01-11 02:00:00,1,2,urban,loam,39.1,urban,normal
20.3,43,1004,7.9,0.0,none,70.1135,-46.2718,987,2020-01-11 03:00:00,1,3,grassland,clay,45.9,rural,normal
19.7,100,1001,13.4,0.9,none,-16.7751,-61.8361,759,2020-01-11 04:00:00,1,4,wetland,clay,84.7,rural,normal
19.2,18,1007,5.6,7.0,none,-64.5798,25.5159,963,2020-01-11 05:00:00,1,5,grassland,sand,29.7,rural,normal
22.2,59,1014,7.2,0.2,none,-23.8697,-148.6738,273,2020-01-11 06:00:00,1,6,shrubland,clay,18.0,rural,cool_current
8.7,52,1010,2.9,0.0,none,45.0478,-125.2625,879,2020-01-11 07:00:00,1,7,shrubland,loam,48.5,rural,cool_current
32.1,47,1002,78.0,19.3,storm,-5.7476,-12.1322,108,2020-01-11 08:00:00,1,8,urban,clay,21.1,urban,normal
28.9,64,1020,9.0,0.0,none,1.7737,0.4592,66,2020-01-11 09:00:00,1,9,grassland,sand,41.1,rural,normal
32.2,48,1013,7.5,2.0,none,-58.7707,-43.2895,303,2020-01-11 10:00:00,1,10,urban,sand,27.8,rural,normal
11.3,10,984,3.8,0.0,none,58.8345,8.9048,2438,2020-01-11 11:00:00,1,11,shrubland,clay,25.5,rural,cool_current
23.6,88,1012,12.3,0.0,none,20.0635,64.26,475,2020-01-11 12:00:00,1,12,wetland,clay,41.2,rural,normal
30.9,65,989,35.1,5.6,storm,-28.8051,-151.5818,28,2020-01-11 13:00:00,1,13,forest,silt,78.5,rural,normal
21.1,63,1000,18.8,4.1,none,-45.6014,-10.4543,1503,2020-01-11 14:00:00,1,14,urban,clay,6.8,rural,normal
19.1,22,999,14.0,0.0,none,71.2013,147.3031,1284,2020-01-11 15:00:00,1,15,grassland,clay,17.6,rural,normal
16.5,67,988,32.9,3.2,storm,-1.2925,-72.0209,833,2020-01-11 16:00:00,1,16,forest,loam,10.8,rural,cool_current
24.8,14,985,17.1,0.1,none,-88.054,117.5584,2502,2020-01-11 17:00:00,1,17,grassland,sand,42.4,rural,normal
-0.5,67,1009,6.3,0.0,none,5.8125,-142.8246,808,2020-01-11 18:00:00,1,18,forest,silt,14.3,rural,cool_current
8.6,46,999,6.4,4.1,none,-44.4855,27.9474,1396,2020-01-11 19:00:00,1,19,forest,loam,65.1,rural,normal
30.8,100,1012,5.1,7.4,none,-21.4216,111.0261,155,2020-01-11 20:00:00,1,20,wetland,clay,50.6,rural,normal
19.6,30,985,5.1,2.3,none,-60.9806,56.3075,2927,2020-01-11 21:00:00,1,21,shrubland,silt,17.8,rural,normal
17.4,100,1011,9.5,0.7,none,-17.4226,120.1118,121,2020-01-11 22:00:00,1,22,wetland,clay,47.5,rural,normal
22.7,14,1007,14.0,1.2,none,-61.7737,117.8288,604,2020-01-11 23:00:00,1,23,grassland,silt,52.1,rural,normal
14.7,40,994,12.5,0.0,none,69.5127,156.3495,2791,2020-01-12 00:00:00,1,0,shrubland,clay,10.2,rural,normal
15.5,23,1002,9.9,9.6,none,-63.6415,119.8547,1850,2020-01-12 01:00:00,1,1,shrubland,sand,22.0,rural,normal
22.7,96,1006,18.4,0.0,none,13.1476,-62.924,213,2020-01-12 02:00:00,1,2,forest,loam,37.3,rural,normal
8.8,72,989,4.8,0.0,none,88.2598,-170.7229,1932,2020-01-12 03:00:00,1,3,cropland,clay,78.6,rural,normal
10.2,23,985,7.4,0.0,none,-59.2314,-29.4679,2393,2020-01-12 04:00:00,1,4,grassland,clay,35.5,rural,normal
13.6,62,1008,9.0,0.0,none,76.7635,-28.9341,437,2020-01-12 05:00:00,1,5,cropland,clay,47.8,rural,normal
16.9,63,981,43.0,13.1,storm,15.9034,-36.8336,524,2020-01-12 06:00:00,1,6,urban,sand,53.6,urban,normal
15.8,10,986,30.9,0.1,none,-49.6227,-98.6115,2543,2020-01-12 07:00:00,1,7,grassland,loam,0.7,rural,cool_current
21.3,68,1007,12.1,0.0,none,5.3893,-121.9078,654,2020-01-12 08:00:00,1,8,grassland,loam,67.8,rural,cool_current
28.2,60,1010,21.6,0.5,none,-83.7589,-38.9122,287,2020-01-12 09:00:00,1,9,forest,loam,17.2,rural,normal
25.7,10,1007,12.1,0.0,none,31.1566,116.7662,1492,2020-01-12 10:00:00,1,10,grassland,loam,8.7,rural,normal
22.7,10,1007,16.1,0.0,none,65.8983,-75.8018,1669,2020-01-12 11:00:00,1,11,grassland,loam,62.4,rural,cool_current
24.3,61,1003,7.8,0.0,none,78.1979,68.0716,788,2020-01-12 12:00:00,1,12,cropland,silt,47.3,rural,normal
35.1,69,1006,14.2,0.0,none,16.9635,37.134,431,2020-01-12 13:00:00,1,13,urban,loam,12.9,urban,normal
16.7,52,996,23.4,0.6,none,-50.6315,-158.4204,824,2020-01-12 14:00:00,1,14,forest,silt,8.1,rural,normal
35.9,77,1012,6.6,1.4,none,-36.7322,58.9768,275,2020-01-12 15:00:00,1,15,wetland,clay,18.2,rural,normal
27.0,96,994,36.9,3.1,storm,-37.1964,9.1693,389,2020-01-12 16:00:00,1,16,wetland,clay,46.4,rural,cool_current
19.1,47,1013,10.3,0.0,none,29.7101,20.3682,308,2020-01-12 17:00:00,1,17,shrubland,silt,43.4,rural,normal
18.8,89,1022,4.3,0.0,none,38.1847,-51.6254,588,2020-01-12 18:00:00,1,18,forest,loam,4.5,rural,normal
16.5,18,1007,43.6,1.3,wind_damage,-46.7462,-145.8125,1287,2020-01-12 19:00:00,1,19,urban,loam,25.5,urban,cool_current
17.2,76,1023,20.6,0.0,none,32.7945,-66.5138,28,2020-01-12 20:00:00,1,20,urban,sand,25.9,urban,normal
11.1,65,1014,6.7,0.0,none,21.4511,-112.8096,554,2020-01-12 21:00:00,1,21,grassland,loam,22.1,rural,cool_current
26.4,80,1014,16.3,0.0,none,-74.5142,-159.4703,386,2020-01-12 22:00:00,1,22,urban,sand,17.5,urban,normal
10.4,81,1009,4.4,0.0,none,71.6284,111.5728,250,2020-01-12 23:00:00,1,23,grassland,loam,92.1,rural,normal
32.9,23,1013,7.9,1.9,none,-86.2319,-66.3217,642,2020-01-13 00:00:00,1,0,urban,clay,9.0,urban,normal
19.2,96,1009,12.1,0.1,none,-44.8418,-136.639,338,2020-01-13 01:00:00,1,1,wetland,clay,23.4,rural,cool_current
27.4,69,1013,16.9,0.1,none,-15.3314,-40.5812,363,2020-01-13 02:00:00,1,2,shrubland,sand,38.8,rural,normal
10.1,68,1001,9.1,4.8,none,-67.1717,-38.9727,963,2020-01-13 03:00:00,1,3,grassland,loam,65.7,rural,normal
11.1,65,1007,9.1,0.0,none,11.8531,146.8867,138,2020-01-13 04:00:00,1,4,forest,loam,28.9,rural,normal
26.5,88,1007,2.9,0.8,none,-4.169,46.8335,356,2020-01-13 05:00:00,1,5,forest,silt,59.6,rural,normal
18.5,42,1018,3.4,0.0,none,55.7415,162.1918,375,2020-01-13 06:00:00,1,6,shrubland,clay,49.9,rural,normal
32.9,81,1008,19.4,3.7,none,-10.3361,-162.5894,337,2020-01-13 07:00:00,1,7,grassland,clay,36.5,rural,normal
20.1,84,1013,18.6,0.0,none,7.4005,37.8322,380,2020-01-13 08:00:00,1,8,grassland,loam,82.4,rural,normal
12.8,57,998,11.7,0.6,none,-60.594,-113.5947,449,2020-01-13 09:00:00,1,9,cropland,clay,59.0,rural,cool_current
32.4,91,1015,4.7,0.0,none,13.2959,23.7666,268,2020-01-13 10:00:00,1,10,grassland,loam,45.0,rural,normal
13.2,58,1012,5.6,0.6,none,-67.8089,6.6822,360,2020-01-13 11:00:00,1,11,cropland,clay,39.3,rural,cool_current
22.7,56,1014,16.4,0.4,none,-15.2203,-171.3582,269,2020-01-13 12:00:00,1,12,grassland,silt,35.4,rural,normal
20.8,61,984,26.7,30.6,storm,31.9582,16.8944,457,2020-01-13 13:00:00,1,13,forest,silt,49.9,rural,cool_current
12.8,67,1001,18.4,7.0,none,-57.4395,107.6969,1516,2020-01-13 14:00:00,1,14,cropland,sand,25.5,rural,normal
28.3,58,1006,15.2,0.7,none,-17.5069,7.0602,282,2020-01-13 15:00:00,1,15,urban,clay,27.2,urban,cool_current
22.3,97,1007,19.7,0.3,none,9.6249,25.3033,412,2020-01-13 16:00:00,1,16,wetland,clay,66.4,rural,normal
19.3,51,1014,1.7,1.0,none,-2.128,-132.0544,136,2020-01-13 17:00:00,1,17,grassland,loam,59.0,rural,cool_current
25.6,67,1014,1.5,4.5,none,-73.544,45.2455,54,2020-01-13 18:00:00,1,18,shrubland,silt,30.8,rural,normal
23.1,66,1010,11.3,0.0,none,44.9748,148.6949,52,2020-01-13 19:00:00,1,19,urban,sand,30.2,urban,normal
11.5,26,1002,12.4,0.0,none,-75.3165,-148.3962,929,2020-01-13 20:00:00,1,20,grassland,clay,7.4,rural,cool_current
21.9,79,1008,7.2,0.0,none,29.3449,64.464,522,2020-01-13 21:00:00,1,21,forest,loam,58.2,rural,normal
6.5,51,1003,5.8,3.6,none,-46.9681,92.8946,1454,2020-01-13 22:00:00,1,22,forest,loam,43.3,rural,normal
19.9,68,1008,14.7,0.0,none,30.9076,82.5515,335,2020-01-13 23:00:00,1,23,grassland,silt,19.3,rural,normal
25.6,61,1005,2.4,0.3,none,-54.2463,102.0194,169,2020-01-14 00:00:00,1,0,cropland,silt,21.5,rural,normal
24.0,29,1007,10.3,0.0,none,64.3016,95.2743,866,2020-01-14 01:00:00,1,1,shrubland,loam,53.5,rural,normal
15.9,66,1007,10.0,2.7,none,-68.4085,-67.6569,878,2020-01-14 02:00:00,1,2,cropland,loam,31.4,rural,normal
25.7,80,1023,19.8,4.0,none,36.9074,87.112,63,2020-01-14 03:00:00,1,3,grassland,sand,45.7,rural,normal
27.8,100,1016,15.7,0.6,none,-7.0383,118.3352,368,2020-01-14 04:00:00,1,4,wetland,clay,32.6,rural,normal
18.3,77,997,6.8,1.2,none,-81.5046,166.11,1381,2020-01-14 05:00:00,1,5,shrubland,clay,28.5,rural,normal
32.4,72,993,20.5,1.2,none,-10.6803,136.7693,1869,2020-01-14 06:00:00,1,6,forest,silt,28.0,rural,normal
15.0,63,994,33.6,0.8,none,-14.5854,-15.1097,1215,2020-01-14 07:00:00,1,7,shrubland,clay,32.1,rural,normal
24.3,10,987,45.6,1.5,wind_damage,-50.4657,-179.9183,2787,2020-01-14 08:00:00,1,8,urban,clay,9.4,urban,normal
34.0,11,1001,27.5,0.5,none,-83.5938,177.9589,1081,2020-01-14 09:00:00,1,9,grassland,clay,14.5,rural,normal
24.6,47,998,41.2,4.4,wind_damage,-88.2161,100.0967,820,2020-01-14 10:00:00,1,10,urban,silt,8.0,urban,normal
15.9,44,997,7.4,0.0,none,-47.7442,114.7929,1329,2020-01-14 11:00:00,1,11,grassland,clay,7.0,rural,normal
25.1,34,1009,11.6,0.0,none,67.6629,145.9076,66,2020-01-14 12:00:00,1,12,urban,sand,39.0,urban,normal
21.4,10,983,38.1,0.4,none,-67.7077,-154.6072,2773,2020-01-14 13:00:00,1,13,shrubland,clay,16.6,rural,normal
15.2,46,1003,10.2,0.0,none,73.6564,115.065,702,2020-01-14 14:00:00,1,14,urban,silt,7.1,rural,normal
36.4,83,1014,6.5,0.7,none,-34.1445,1.2042,91,2020-01-14 15:00:00,1,15,forest,loam,11.2,rural,normal
20.4,17,983,7.3,4.4,none,-57.7629,-38.8016,2869,2020-01-14 16:00:00,1,16,shrubland,sand,8.8,rural,normal
15.8,42,994,14.5,0.0,none,75.1765,139.4888,1482,2020-01-14 17:00:00,1,17,shrubland,sand,25.3,rural,normal
16.6,94,1022,15.7,0.6,none,-21.2178,-132.3833,124,2020-01-14 18:00:00,1,18,grassland,silt,78.0,rural,cool_current
4.2,56,1004,2.3,2.2,none,-70.2246,138.1262,1584,2020-01-14 19:00:00,1,19,grassland,sand,27.5,rural,normal
14.6,72,1007,4.0,2.5,none,-73.8433,147.8975,663,2020-01-14 20:00:00,1,20,urban,silt,20.0,rural,normal
14.0,61,1011,14.4,1.4,none,-60.0787,149.9361,245,2020-01-14 21:00:00,1,21,urban,sand,9.4,urban,normal
27.3,89,1011,13.2,3.3,none,-13.7214,-56.8323,219,2020-01-14 22:00:00,1,22,forest,loam,79.3,rural,normal
19.5,22,992,4.3,0.0,none,52.9083,158.7572,2058,2020-01-14 23:00:00,1,23,urban,clay,34.7,urban,normal
21.3,99,1002,16.9,1.1,none,-25.7432,48.5079,953,2020-01-15 00:00:00,1,0,forest,loam,48.8,rural,normal
16.8,96,1018,19.5,0.0,none,4.5089,74.6204,1,2020-01-15 01:00:00,1,1,wetland,clay,19.1,rural,normal
12.0,81,992,28.2,5.1,storm,41.6251,97.1088,109,2020-01-15 02:00:00,1,2,urban,silt,25.7,urban,normal
5.9,26,987,19.7,0.0,none,63.8185,-57.5984,2674,2020-01-15 03:00:00,1,3,shrubland,sand,35.5,rural,normal
18.1,89,1004,20.1,0.0,none,6.3626,48.7164,129,2020-01-15 04:00:00,1,4,grassland,loam,13.9,rural,normal
10.2,92,1017,9.2,0.0,none,77.4297,9.9317,399,2020-01-15 05:00:00,1,5,cropland,silt,49.3,rural,cool_current
33.9,81,1018,20.7,0.9,none,40.9736,152.1374,360,2020-01-15 06:00:00,1,6,grassland,silt,92.4,rural,normal
17.9,32,1001,14.1,11.0,none,-56.5601,-149.4121,1590,2020-01-15 07:00:00,1,7,grassland,silt,4.8,rural,cool_current
32.5,67,1013,6.5,1.8,none,-4.5416,-58.9236,92,2020-01-15 08:00:00,1,8,forest,loam,85.2,rural,normal
22.0,45,1009,6.7,0.0,none,60.7451,-93.6648,603,2020-01-15 09:00:00,1,9,urban,loam,10.9,urban,cool_current
40.2,88,1006,7.3,3.4,none,-14.0917,-165.6279,190,2020-01-15 10:00:00,1,10,forest,silt,22.5,rural,normal
37.7,58,986,45.2,15.3,storm,-38.663,47.0774,528,2020-01-15 11:00:00,1,11,urban,silt,5.3,urban,normal
23.7,53,986,35.5,17.0,storm,10.6593,5.3072,1106,2020-01-15 12:00:00,1,12,forest,silt,35.0,rural,cool_current
22.3,37,1016,11.2,0.0,none,26.7629,143.7296,269,2020-01-15 13:00:00,1,13,urban,clay,41.9,urban,normal
4.8,53,994,17.4,0.0,none,20.992,-165.4798,1901,2020-01-15 14:00:00,1,14,shrubland,loam,37.0,rural,normal
31.8,61,987,28.7,2.6,storm,-9.7514,113.9959,244,2020-01-15 15:00:00,1,15,forest,loam,60.1,rural,normal
34.1,78,1010,12.5,0.5,none,-30.2089,72.291,335,2020-01-15 16:00:00,1,16,forest,loam,20.7,rural,normal
11.7,44,1007,13.9,0.0,none,66.5161,-114.9633,443,2020-01-15 17:00:00,1,17,shrubland,silt,73.7,rural,cool_current
17.4,66,1011,21.1,0.2,none,-36.0127,-9.2489,435,2020-01-15 18:00:00,1,18,forest,loam,16.4,rural,normal
19.8,98,1014,10.6,0.0,none,0.8347,-177.3529,114,2020-01-15 19:00:00,1,19,wetland,clay,44.4,rural,normal
1.0,52,1001,11.1,0.0,none,53.6048,131.1719,948,2020-01-15 20:00:00,1,20,urban,silt,29.1,urban,normal
10.7,84,1017,8.7,0.2,none,10.384,-160.3403,309,2020-01-15 21:00:00,1,21,grassland,clay,51.1,rural,normal
1.7,67,996,10.7,0.1,none,-60.0867,-60.2174,1788,2020-01-15 22:00:00,1,22,grassland,loam,56.6,rural,normal
17.6,77,1004,6.7,5.3,none,-12.8967,-170.2416,242,2020-01-15 23:00:00,1,23,shrubland,clay,86.9,rural,normal
2.8,74,1003,24.9,0.0,none,1.6126,-16.9831,765,2020-01-16 00:00:00,1,0,cropland,loam,18.2,rural,normal
15.2,55,1006,11.5,3.5,none,-10.8787,3.7656,746,2020-01-16 01:00:00,1,1,urban,loam,35.9,urban,normal
34.4,100,986,28.0,37.1,storm,-9.0101,69.4472,238,2020-01-16 02:00:00,1,2,grassland,silt,38.8,rural,normal
19.8,86,1010,17.8,0.9,none,20.0415,-46.4495,34,2020-01-16 03:00:00,1,3,wetland,clay,5.9,rural,normal
2.7,73,1011,13.5,0.1,none,-49.6111,1.6211,422,2020-01-16 04:00:00,1,4,forest,silt,27.1,rural,normal
11.3,73,1000,14.4,0.5,none,-73.3591,-15.1559,1042,2020-01-16 05:00:00,1,5,cropland,clay,10.3,rural,normal
24.6,35,1006,8.8,0.8,none,-81.127,-40.9364,301,2020-01-16 06:00:00,1,6,urban,sand,13.8,rural,normal
17.2,48,1008,19.5,0.0,none,19.3184,-148.1118,241,2020-01-16 07:00:00,1,7,forest,silt,52.6,rural,cool_current
14.4,43,1004,5.3,0.7,none,-65.9199,163.1906,1502,2020-01-16 08:00:00,1,8,forest,silt,50.0,rural,normal
19.0,46,1019,20.1,4.1,none,-23.9978,-39.2697,360,2020-01-16 09:00:00,1,9,shrubland,silt,45.2,rural,normal
27.6,23,1005,13.0,3.5,none,-88.231,-32.6943,1323,2020-01-16 10:00:00,1,10,grassland,silt,56.3,rural,normal
26.0,28,993,13.8,2.0,none,-49.471,58.4344,2024,2020-01-16 11:00:00,1,11,grassland,clay,4.7,rural,normal
9.7,41,982,11.4,0.2,none,-48.0855,-2.8794,2670,2020-01-16 12:00:00,1,12,grassland,clay,30.7,rural,normal
22.7,59,1015,11.3,0.0,none,55.4323,96.3953,844,2020-01-16 13:00:00,1,13,urban,loam,37.6,rural,normal
20.7,47,1007,4.8,0.1,none,-11.6974,-74.6442,512,2020-01-16 14:00:00,1,14,grassland,sand,62.6,rural,cool_current
16.9,48,1011,14.0,0.0,none,66.2399,118.1469,625,2020-01-16 15:00:00,1,15,shrubland,sand,45.5,rural,normal
26.0,43,1010,35.8,3.7,wind_damage,-40.4822,50.0788,857,2020-01-16 16:00:00,1,16,urban,loam,29.7,urban,normal
24.7,23,1006,15.8,0.0,none,74.1273,-21.913,599,2020-01-16 17:00:00,1,17,shrubland,loam,17.2,rural,normal
14.0,26,1001,11.6,0.0,none,77.14,50.791,1279,2020-01-16 18:00:00,1,18,grassland,clay,20.8,rural,normal
20.3,99,1013,21.4,0.8,none,-41.7342,-66.3593,627,2020-01-16 19:00:00,1,19,wetland,clay,38.0,rural,normal
25.2,82,1010,9.3,2.7,none,-14.1658,121.9822,367,2020-01-16 20:00:00,1,20,wetland,clay,76.9,rural,normal
21.5,77,1010,9.4,0.0,none,15.8037,122.5253,143,2020-01-16 21:00:00,1,21,forest,silt,53.9,rural,normal
13.2,79,1010,20.1,0.0,none,43.5031,63.0831,684,2020-01-16 22:00:00,1,22,forest,silt,58.8,rural,normal
18.0,23,999,25.1,0.0,none,56.3132,28.3523,2045,2020-01-16 23:00:00,1,23,urban,clay,10.4,urban,normal
15.9,17,992,11.9,0.0,none,82.4348,-167.9675,1949,2020-01-17 00:00:00,1,0,shrubland,clay,20.4,rural,normal
6.6,74,1012,9.1,0.0,none,0.1115,148.2426,491,2020-01-17 01:00:00,1,1,urban,clay,20.0,rural,normal
14.7,48,1015,5.3,0.0,none,87.1361,-74.7904,93,2020-01-17 02:00:00,1,2,shrubland,sand,31.1,rural,cool_current
18.5,71,1006,5.8,0.1,none,-59.6251,168.5977,351,2020-01-17 03:00:00,1,3,cropland,silt,15.4,rural,normal
24.8,29,998,11.0,1.9,none,-66.5423,51.6344,992,2020-01-17 04:00:00,1,4,urban,sand,4.4,urban,normal
5.4,57,1009,12.2,0.0,none,70.3753,25.019,960,2020-01-17 05:00:00,1,5,grassland,sand,47.1,rural,normal
25.9,86,1014,25.0,0.3,none,23.5144,-25.1486,19,2020-01-17 06:00:00,1,6,wetland,clay,58.3,rural,normal
27.0,61,1006,10.4,1.4,none,-84.9381,-44.8843,270,2020-01-17 07:00:00,1,7,cropland,loam,19.3,rural,normal
10.7,10,988,12.2,0.0,none,74.8466,1.0352,2487,2020-01-17 08:00:00,1,8,grassland,loam,13.1,rural,normal
17.9,53,1013,11.9,0.0,none,86.649,46.6861,524,2020-01-17 09:00:00,1,9,urban,silt,15.1,rural,normal
26.1,38,1011,15.0,3.6,none,-58.6865,-49.9622,455,2020-01-17 10:00:00,1,10,urban,loam,19.1,urban,normal
14.2,48,1002,12.1,0.0,none,18.7748,46.8067,791,2020-01-17 11:00:00,1,11,forest,silt,61.7,rural,normal
38.6,10,1020,20.8,0.0,wildfire,-64.1023,-176.8972,549,2020-01-17 12:00:00,1,12,grassland,sand,10.8,rural,normal
14.8,54,983,30.7,5.2,storm,15.9176,-104.1253,400,2020-01-17 13:00:00,1,13,grassland,silt,20.5,rural,cool_current
25.5,71,1006,17.1,0.3,none,-2.5406,23.7066,851,2020-01-17 14:00:00,1,14,wetland,clay,59.3,rural,normal
22.1,84,1012,10.8,0.0,none,7.7293,-133.423,99,2020-01-17 15:00:00,1,15,forest,loam,69.1,rural,cool_current
32.4,74,1009,11.5,2.3,none,-14.5937,6.218,55,2020-01-17 16:00:00,1,16,grassland,silt,42.3,rural,cool_current
30.5,62,1005,15.7,5.0,none,-30.4353,-90.6165,485,2020-01-17 17:00:00,1,17,grassland,loam,64.1,rural,cool_current
2.5,69,1003,5.8,0.0,none,58.5792,-127.221,916,2020-01-17 18:00:00,1,18,cropland,clay,69.0,rural,cool_current
19.8,61,1011,12.3,0.0,none,80.4875,-33.6734,620,2020-01-17 19:00:00,1,19,forest,silt,21.6,rural,normal
5.7,75,993,10.1,5.5,none,-63.0163,13.5292,2177,2020-01-17 20:00:00,1,20,grassland,silt,2.9,rural,cool_current
28.5,87,1015,20.7,1.5,none,33.1984,1.1593,214,2020-01-17 21:00:00,1,21,wetland,clay,40.5,rural,normal
34.3,100,1011,19.9,4.4,none,-44.4242,109.3296,262,2020-01-17 22:00:00,1,22,grassland,silt,24.2,rural,normal
21.9,67,1016,9.7,0.0,none,39.5994,-143.5804,162,2020-01-17 23:00:00,1,23,urban,clay,6.2,urban,cool_current
15.5,100,1016,23.9,1.0,none,-13.0425,-122.0903,531,2020-01-18 00:00:00,1,0,wetland,clay,32.8,rural,cool_current
23.2,100,1012,13.3,0.3,none,-5.0575,-3.4875,169,2020-01-18 01:00:00,1,1,wetland,clay,15.4,rural,normal
-1.8,64,1009,8.5,0.0,none,80.8706,-70.1641,519,2020-01-18 02:00:00,1,2,cropland,silt,48.0,rural,cool_current
22.5,65,1017,1.4,0.7,none,-22.0773,-87.0383,70,2020-01-18 03:00:00,1,3,cropland,sand,42.7,rural,cool_current
25.0,22,1009,10.9,0.4,none,-80.5898,126.9154,995,2020-01-18 04:00:00,1,4,shrubland,clay,25.6,rural,normal
17.1,50,1010,10.6,1.8,none,-54.7236,159.7559,634,2020-01-18 05:00:00,1,5,cropland,sand,72.5,rural,normal
21.0,27,985,12.5,0.9,none,-89.2947,179.8058,2505,2020-01-18 06:00:00,1,6,grassland,clay,21.1,rural,normal
24.4,67,1015,9.3,0.0,none,24.7324,108.6573,89,2020-01-18 07:00:00,1,7,forest,silt,61.7,rural,normal
30.3,65,1009,11.6,0.0,none,7.2391,-161.8837,115,2020-01-18 08:00:00,1,8,forest,silt,33.3,rural,normal
21.0,85,1017,13.1,0.0,none,87.5825,-159.8665,427,2020-01-18 09:00:00,1,9,urban,loam,26.0,rural,normal
